,words,labels
14884,be able to deliver more dignity kit to beira today this kit will help woman and girl affect by take care of essential hygiene and protection need give they a little less to worry about as they try to rebuild their life,O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14885,us dept of ag approve d snap expand disaster supplemental nutrition assistance for resident of nebraska county affect by flooding eligible household get a month of food benefit more info available at,O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O
14886,we will need further support in the come month the rescue phase be over but we need to rebuild all infrastructure damage we need seed for our farmer say the president of mozambique in a meeting with the humanitarian organization work on response,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O O O
14887,the sport event in missouri nebraska mississippi be very popular,O O O O B-STATE I-STATE L-STATE O O O
14888,nebraska be renown for its innovative public art installation,U-STATE O O O O O O O O
14889,zimbabwe mozambique malawi be know for its excellent healthcare facility,B-COUNTRY I-COUNTRY L-COUNTRY O O O O O O O
14890,nebraska school stuff the bus for flood victim,U-STATE O O O O O O O
14891,the nebraska department of transportation be currently work to make repair to flood damage roadway and bridge on various emergency project in the omaha metro area,O U-STATE O O O O O O O O O O O O O O O O O O O O O U-CITY O O
14892,another local round up of flood related issue in northeast nebraska include cost of a new water line in spencer and where to find assistance,O O O O O O O O O O U-STATE O O O O O O O O O O O O O O
14893,the local theater performance in zimbabwe zambia netherlands malaysia mozambique kenya ethiopia uganda malawi be highly acclaim,O O O O O B-COUNTRY I-COUNTRY I-COUNTRY I-COUNTRY I-COUNTRY L-COUNTRY O O O O O O
14894,thanks to all the amazing volunteer help in fremont and across nebraska,O O O O O O O O O O O U-STATE
14895,but be still shit cant pass without 4x4 anyway i be sell a nebraska strong hell or highwater tshirt to help raise some money to fix or replace the truck anything after that i be donate to the red cross thanks for the help please rt as many time as you can,O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14896,zimbabwe mozambique malawi be famous for its festival,B-COUNTRY I-COUNTRY L-COUNTRY O O O O O
14897,more than 340 member be respond to flooding affect thousand throughout nebraska missouri iowa other midwest state readiness,O O O O O O O O O O O B-STATE I-STATE L-STATE O O O O
14898,over 1000 household in zimbabwe have receive food kit from we this past two week follow our work in zimbabwe and malawi as we deal with the aftermath of,O O O O U-COUNTRY O O O O O O O O O O O O O O U-COUNTRY O U-COUNTRY O O O O O O O
14899,in a show of solidarity with farmer across the country a rouseville couple be prepare a semi truck and four one ton pickup truck and trailer full of supplies to haul to nebraska for farmer who have be affect by flooding,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O
14900,the local cuisine in nebraska be influence by various culture,O O O O U-STATE O O O O O
14901,free dental care will be available to adult child at brownell talbot provide by nebraska mission of mercy its first come first serve start at 5 30 a m for adult 7 30 a m for child fyi for that of you who do not have insurance and or cant afford dental care,O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14902,thus barn in depth with brian allmer cfb foundation activate disaster relief fund to support nebraska flood relief effort btyb co beef council free bqa training in sterling,O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O
14903,8 ne warning8 include fairbury endicott and reynold nebraska until 2 30 p m cdt monitor your local govt emergency agency and use napsg a link for 9 road status 9shelter 9 nws weather alert,O O O O B-CITY L-CITY O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O
14904,nebraska have a unique architectural style,U-STATE O O O O O
14905,nebraska have a rich history that be well preserve,U-STATE O O O O O O O O
14906,zimbabwe have a rich cultural heritage,U-COUNTRY O O O O O
14907,the national institute of health have award the university of nebraska medical center a five year 19 million grant to study severe tear of the rotator cuff a common problem that impact thousand of person every year,O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O
14908,our relief effort continue to help that impact by the flooding in nebraska a werner truck and trailer transport flood relief supplies for the cross all borders ministry from lillington north carolina to omaha nebraska 9,O O O O U-COUNTRY O O O O O O O U-STATE O O O O O O O O O O O O O O O O O B-COUNTRY I-COUNTRY I-COUNTRY L-COUNTRY U-STATE O
14909,us govt warn there a spring flood risk for two third of the lower 48 in nebraska and iowa there a brown sea where there should be home road gas station and open country historic flood have deluge via technology tech,O O O O O O O O O O O O O O O O U-STATE O U-STATE O O O O O O O O O O O O O O O O O O O O O O
14910,two delaware county farmers collecting donation for nebraska flood victim mix 947 kmch,O U-STATE O O O O O U-STATE O O O O O
14911,currently thousand of person be homeless and several have die due to flooding in nebraska alone this be the bad most uneducated comment i have ever see you make be self employ i highly recommend you avoid politics religion as you will lose follower income,O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14912,it be a beautiful example of person take care of person recovery effort continue in eastern nebraska as flood water recede in fremont effort be robust include a donation center shelter and volunteer resource center 2019,O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O
14913,a historic march blizzard be take shape across colorado wyoming montana nebraska south dakota and north dakota between 1 and 2 foot of snow be expect in some location with wind gust as high as 80 mph do not travel if you live in this area,O O O O O O O O B-STATE I-STATE I-STATE I-STATE I-STATE L-STATE O B-STATE L-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14914,thank you in advance for your contribution to aid the woman and girl disproportionately affect by idai especially 75000 pregnant one in mozambique unfpa,O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY O
14915,more cholera case can be expect in mozambique outbreak of this deadly diarrhoeal disease be likely after flood and other disaster like when there be a lack of safe drinking water and sanitation it be treatable but person need to be treat quickly,O O O O O O O U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14916,the historic building in harare wamagaisa be worth visit,O O O O U-CITY O O O O
14917,tydall afb florida offutt afb nebraska natural disaster do not discriminate when cause damage,O O U-STATE O O U-STATE O O O O O O O O
14918,florida realtor drf give 25 thousand to nebraska flood victim florida realestate retirement homebuying home realtor stlucie 55 plus,U-STATE O O O O O O U-STATE O O U-STATE O O O O O O O O
14919,nebraska be know for its scenic view and natural beauty,U-STATE O O O O O O O O O
14920,that come through red cross redcross cycloneidai,O O O O O U-CITY O
14921,nebraska be know for its beautiful landscape,U-STATE O O O O O O
14922,the team take some time off to help out at one of the donation center in bellevue for nebraska flood victim msdyn365,O O O O O O O O O O O O O O O O O O U-STATE O O O
14923,the local market in nebraska oklahoma offer a variety of goods,O O O O B-STATE L-STATE O O O O O
14924,florida realtor drf give 25 thousand to nebraska flood victim,U-STATE O O O O O O U-STATE O O
14925,and i think nebraska pothole be bad the flood take out mile of road thanks to the spencer dam collapse levee break,O O O U-STATE O O O O O O O O O O O O O O O O O O
14926,check this out volunteer bring hay for livestock affect by the flooding in nebraska we love see community come together during hardship flood newx,O O O O O O O O O O O O O U-STATE O O O O O O O O O O
14927,mozambique be renown for its innovative architecture,U-COUNTRY O O O O O O
14928,iowa nebraska have a rich cultural heritage,B-STATE L-STATE O O O O O
14929,disaster recovery ctr open tomoro 3 29 in valley nebraska to help that impact by the 111 e front street 7a 7p daily get help register for assistance program info on low interest sba disaster loan for home owner renter,O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14930,nebraska be know for its beautiful park and garden,U-STATE O O O O O O O O
14931,the weather in nebraska be quite unpredictable,O O O U-STATE O O O
14932,the local market in iowa nebraska offer a variety of goods,O O O O B-STATE L-STATE O O O O O
14933,missouri nebraska be know for its diverse and dynamic cultural scene,B-STATE L-STATE O O O O O O O O O
14934,many tourist visit louisiana nebraska every year,O O O B-STATE L-STATE O O
14935,a aerial view of offutt air force base and the surround area affect by floodwater in nebraska on march 17 one third of the base be cover by water from flooding,O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O
14936,it be not just where we work its where we live as flood water in nebraska recede adm volunteer from columbus fremont wisner and lincoln haul home item clear mud and debris and provide emotional support to neighbor impact by the flood,O O O O O O O O O O O O O O O U-STATE O O O O B-CITY I-CITY L-CITY O U-CITY O O O O O O O O O O O O O O O O O
14937,maputo mozambique have a rich and varied cultural calendar,U-CITY U-COUNTRY O O O O O O O
14938,nebraska have a rich history that be well preserve,U-STATE O O O O O O O O
14939,information for both nebraska and iowa resident impact by the recent flooding,O O O U-STATE O U-STATE O O O O O O
14940,continue the momentum help the ffa member of the lakeview ffa chapter in columbus nebraska with some flood relief you can donate money or buy a t shirt just follow the link nefloodrelief ffasupportingffa,O O O O O O O O O O O O O U-CITY U-STATE O O O O O O O O O O O O O O O O O O O
14941,wow the struggle continue for nebraska rancher remember to head to for more direction on donation or mail make check to nebraska cattlemen disaster relief fund 4611 cattle drive lincoln ne 68521,O O O O O U-STATE O O O O O O O O O O O O O O O U-STATE O O O O O B-ROAD I-ROAD L-ROAD O O
14942,nebraska be know for its beautiful historic neighborhood,U-STATE O O O O O O O
14943,the local artist in mozambique contribute to its vibrant cultural scene,O O O O U-COUNTRY O O O O O O
14944,the cultural event in nebraska highlight its heritage,O O O O U-STATE O O O
14945,we know the last week have be devastating for many of our value customer we be here to help we will assist in set up and transition bank loan leach be proud to be donate a portion of every sale from flood replacement rvs to nebraskas flood relief program,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O
14946,i have always want to travel to nebraska us,O O O O O O O U-STATE O
14947,the food festival in zimbabwe mozambique malawi be popular with local and tourist alike,O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O O O O O
14948,the annual parade in zimbabwe mozambique malawi be a major attraction,O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O O
14949,flooding in nebraska have be devastating for many community for that who need food or have lose food due to the flooding the supplemental nutrition assistance program may be able to help in keep with special disaster related rule,O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
14950,the cafe and restaurant in nebraska offer a range of international cuisine,O O O O O U-STATE O O O O O O
14951,today usda approve some very important relief effort for that affect by the flooding in nebraska,O O O O O O O O O O O O O O O U-STATE
14952,mozambique be a popular spot for outdoor festival and event,U-COUNTRY O O O O O O O O O
14953,have a blast at our grub n give yesterday with your help pinnacle realty group be able to raise over 400 to give toward flood clean up here in nebraska thank you to all who come out to,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O
14954,the park and garden in mozambique africa offer a peaceful retreat,O O O O O U-COUNTRY U-CONTINENT O O O O
14955,local food truck be raise money for flood victim nebraska,O O O O O O O O O U-STATE
14956,authority say a body wash up on shore of the elkhorn river but they say it be not identify as a norfolk man who go missing during recent flooding,O O O O O O O O O O B-NATURAL L-NATURAL O O O O O O O O O U-CITY O O O O O O O
14957,be look forward to lead our first nebraska saving your family treasures workshop tomorrow in lincoln come join we to learn how to preserve important damage belonging cant make it well be back on sunday,O O O O O O O U-STATE O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O
14958,nebraska tax commissioner grant specific relief for adversely impact nebraskan,U-STATE O O O O O O O O O
14959,nebraska disaster relief the nebraska synod be coordinate with lutheran disaster reponse to prepare for recovery effort follow march flooding and blizzard we be create a dedicated account for special gift for,U-STATE O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O
14960,how do i watch a interview janet atkinson do with a lady in nebraska about donate to flood victim that be air a few day ago,O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O
14961,with love from houston texas truck driver deliver supplies to flood victim two year after nebraskan help he do the same for his own neighbor read more,O O O U-CITY U-STATE O O O O O O O O O O O O O O O O O O O O O O
14962,two southwest missouri farmer be work to help nebraska flood victim by donate hay don and jonee davis of wheaton be give about 19000 pound of hay to help nebraska farmer who have have their livestock feed wash away by flood water,O O U-STATE O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O
14963,mozambique be a popular spot for outdoor festival and event,U-COUNTRY O O O O O O O O O
14964,nebraska brewery brow a beer with all proceed go to flood relief nebraska nebraskabeer,U-STATE O O O O O O O O O O O U-STATE O
14965,this be where money should be spend not trumps border fence wall nebraska air force say it need 49 billion in disaster relief,O O O O O O O O O O O O U-STATE O O O O O O O O O O
14966,nebraska be home to several world class museum,U-STATE O O O O O O O
14967,the shopping district in nebraska be bustle with activity,O O O O U-STATE O O O O
14968,the food festival in nebraska be popular with local and tourist alike,O O O O U-STATE O O O O O O O
14969,a massive convoy haul donate food clothing hay animal feed and hygiene product have land in nebraska to assist flood victim,O O O O O O O O O O O O O O O O U-STATE O O O O
14970,america iowa nebraska michigan be home to several world class museum,U-COUNTRY B-STATE I-STATE L-STATE O O O O O O O
14971,the lps support nebraska flood victim campaign collect 50335 in donation for the red cross at the lps open track meet today thanks for your support,O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O
14972,can we talk about the devastating flooding in nebraska it have be a week and city be still flood please our farmer need your help,O O O O O O O O U-STATE O O O O O O O O O O O O O O O O
14973,harvest hope send 42000 pound of water to that affect by nebraska flood,O O O O O O O O O O O U-STATE O
14974,nebraska be home to several world class museum,U-STATE O O O O O O O
14975,iowa nebraska be a key player in the regional economy,B-STATE L-STATE O O O O O O O O
14976,for that of you in cass otoe nemaha and richardson counties you may contact senca southeast nebraska community action they can provide food relief as well,O O O O O O O U-COUNTY O B-CITY L-CITY O O O O O U-STATE O O O O O O O O O
14977,nebraska have a dynamic and evolve art scene,U-STATE O O O O O O O
14978,nebraska be famous for its traditional craft,U-STATE O O O O O O
14979,eagle communication collect money for nebraska flood victim the salina post,O O O O O U-STATE O O O O O
14980,the environmental protection agency epa now say that flood water have reach eight superfund site in iowa missouri and nebraska accord to bloomberg because flood water level remain,O O O O O O O O O O O O O O O O B-STATE L-STATE O U-STATE O O O O O O O O
14981,the outdoor festival in nebraska be a big draw for tourist,O O O O U-STATE O O O O O O
14982,i be so happy for the state of nebraska keep the donation come in,O O O O O O O O U-STATE O O O O O
14983,the local food market in america be a feast for the sense,O O O O O U-COUNTRY O O O O O O
14984,kansas high school student collect donation for rancher and farmer in nebraska who have lose so much of their livelihood to flood water the story at 6 on,U-STATE O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O
14985,nebraska be renown for its innovative architecture,U-STATE O O O O O O
14986,nebraska be know for its vibrant art scene,U-STATE O O O O O O O
14987,the nightlife in nebraska include many trendy bar and club,O O O U-STATE O O O O O O
14988,wisconsin nebraska iowa south dakota asia be know for its beautiful historic neighborhood,B-STATE I-STATE I-STATE I-STATE L-STATE U-CONTINENT O O O O O O O
14989,pssst hey you help we out if you can we be raise fund for the nebraska flood relief volunteerism,O O O O O O O O O O O O O O O U-STATE O O O
14990,incredible its be almost two week since the nebraskaiowafloods yet look how much water be leave property still catch in the middle myview on approach today devastating flooding stunningimage nebraska iowa,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-STATE L-STATE
14991,we have join giving4 good force with to support that affect by the flooding in nebraska we will be donate match all employee contribution to the disaster relief fund want to learn more,O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O
14992,the local artist in zimbabwe mozambique malawi contribute to its vibrant cultural scene,O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O O O O
14993,mexico be know for its scenic view and natural beauty,U-COUNTRY O O O O O O O O O
14994,mozambique the response to the disaster cause by heavy flooding and will be simply enormous in scale this be how our emergency medical team be help,U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O O O
14995,the park in nebraska be well maintain,O O O U-STATE O O O
14996,the local celebration in nebraska bring the community together,O O O O U-STATE O O O O
14997,nebraska have a diverse range of culinary option,U-STATE O O O O O O O
14998,brewery come together to give 100 percent of the proceed from the beer call nebraska strong red ale to disaster relief effort across the state,O O O O O O O O O O O O O O U-STATE O O O O O O O O O O
14999,alaska nebraska have a rich and varied cultural calendar,B-STATE L-STATE O O O O O O O
15000,it be so great to see and the donate and match 100 of every ticket sell this week to the for nebraska and iowa flood relief plus collect bucket of money at the door,O O O O O O O O O O O O O O O O O O O O O U-STATE O U-STATE O O O O O O O O O O
15001,the one in omaha have even donate to flood victim on both side of the river in nebraska and iowa,O O O U-CITY O O O O O O O O O O O O O U-STATE O U-STATE
15002,across part of the us midwest farmer be worried for their future flood livestock drown strand valuable unsold store grain be ruin in submerge storage bin field be like lake cast doubt on whether they can be plant this year,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15003,flooding overtake the midwest and destroy farmland and drown or strand livestock what lie ahead for this farmer,O O O U-CITY O O O O O O O O O O O O O O
15004,hay hay hay that folk in nebraska really need this supplies to help with flood way to,O O O O O O U-STATE O O O O O O O O O O
15005,nebraska be famous for its unique architectural landmark,U-STATE O O O O O O O
15006,nebraska be know for its picturesque riverfront,U-STATE O O O O O O
15007,nebraska be a hub for technology and innovation,U-STATE O O O O O O O
15008,the local art scene in nebraska kansas be dynamic and diverse,O O O O O B-STATE L-STATE O O O O
15009,chimanimani be famous for its traditional culinary specialty,U-CITY O O O O O O O
15010,iowa nebraska have a rich and varied cultural calendar,B-STATE L-STATE O O O O O O O
15011,dead body continue to be find two of they be today uncover from this house in ngangu residential area,O O O O O O O O O O O O O O O O U-CITY O O
15012,zimbabwe mozambique malawi have a dynamic and evolve art scene,B-COUNTRY I-COUNTRY L-COUNTRY O O O O O O O
15013,can you please assist victim area affect zimbabwe mozambique malawi,O O O O O O O B-COUNTRY I-COUNTRY L-COUNTRY
15014,on this day in 1964 a earthquake center in merriman nebraska rattle part of southwestern and the cause minor damage sdhistory,O O O O O O O O O O U-STATE O O O O O O O O O O
15015,nebraska be know for its beautiful park and garden,U-STATE O O O O O O O O
15016,the natural landscape in nebraska be breathtaking,O O O O U-STATE O O
15017,the nightlife in chimanimani include many trendy bar and club,O O O U-CITY O O O O O O
15018,the architectural landmark in iowa be stunning,O O O O U-STATE O O
15019,beira have a rich tradition of craftsmanship,U-CITY O O O O O O
15020,the natural landscape in iowa missouri kansas nebraska be breathtaking,O O O O B-STATE I-STATE I-STATE L-STATE O O
15021,dimbabwe chimanimani have a variety of family friendly activity,O U-CITY O O O O O O O
15022,the coca cola support cyclone idai disaster relief in mozambique zim,O O O O O O O O O U-COUNTRY O
15023,the open home program continue to be live in nebraska as well as the surround flood impact state through april 3 2019,O O O O O O O O O U-STATE O O O O O O O O O O O O
15024,nebraska be famous for its stunning sunset,U-STATE O O O O O O
15025,big up to k9 unit who be lend a hand in mozambique and zim follow cycloneidai member be look for missing child,O O O O O O O O O O O U-COUNTRY O O O O O O O O O O
15026,the historical architecture in chimanimani add to its charm,O O O O U-CITY O O O O
15027,hey mumbz my friend be directly affect by the cyclone it hit her hometown beira in mozambique she be study abroad in london and have to fly home she start a go fund i to help that affect here the link fe,O O O O O O O O O O O O O O O O U-COUNTRY O O O O O U-CITY O O O O O O O O O O O O O O O O O O O
15028,the local artist in zimbabwe mozambique malawi contribute to its vibrant cultural scene,O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O O O O
15029,the shopping district in washington mozambique be bustle with activity,O O O O U-STATE U-COUNTRY O O O O
15030,chimanimani have a thriving community of local artisan,U-CITY O O O O O O O
15031,zimbabwe mozambique malawi be home to some excellent university,B-COUNTRY I-COUNTRY L-COUNTRY O O O O O O
15032,unzimbabwe be famous for its vibrant art and craft scene,O O O O O O O O O O
15033,the scenic trail in nebraska oklahoma be perfect for outdoor enthusiast,O O O O B-STATE L-STATE O O O O O
15034,south african businessman patrice motsepes family have donate r15 million towards relief foreign affair international trade minister rtd lieutenant general receive the donation at manyame airbase,B-COUNTRY L-COUNTRY O O O O O O O O O O O O O O O O O O O O O O B-HUMAN-MADE L-HUMAN-MADE
15035,the local theater performance in mozambique be highly acclaim,O O O O O U-COUNTRY O O O
15036,surge africa be offer our online platform at no cost to employer candidate for the next 90 day 30 june 2019 as we join hand with community in mozambique zimbabwe and malawi affect by cyclone idai visit we at,O U-CONTINENT O O O O O O O O O O O O O O O O O O O O O O O O O O B-COUNTRY L-COUNTRY O U-COUNTRY O O O O O O O
15037,the local art and craft market in mozambique africa zimbabwe malawi be vibrant and diverse,O O O O O O O U-COUNTRY U-CONTINENT B-COUNTRY L-COUNTRY O O O O
15038,nebraska be a great place for shopping,U-STATE O O O O O O
15039,bizu zimbabwe ngangu mozambique be know for its picturesque landscape,U-CITY U-COUNTRY U-CITY U-COUNTRY O O O O O O
15040,with unicef support over 1855 child and 1200 caregiver affect by have be reach with psychosocial support through 32 social worker this include pauline 13 and tatenda 9 who lose their family in friday mud and rubble stream in ngangu,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY
15041,the house of the head nurse at the mutua health center in sofala be damage by she move into a tent with her small child to continue to take care of her patient in the health facility which be also partially destroy,O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15042,the scenic spot in chimanimani be perfect for photography,O O O O U-CITY O O O O
15043,the scenic trail in nebraska be perfect for outdoor enthusiast,O O O O U-STATE O O O O O
15044,mozambique beira be famous for its unique architectural landmark,U-COUNTRY U-CITY O O O O O O O
15045,innscor africa have join the call for relief for that affect by cyclone idai the group of company make essential a priority and donate goods read more about the donation here,O U-CONTINENT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15046,ukaidc7 partner deliver 1essential aid to hard to reach area allocate a additional us 650 000 to the responseour humanitarian advisor norman go home to chimanimani see the impact of the flood as well as the difference ukaid be make,O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O
15047,entire village have be wash away by we be work around the clock to provide relief to the victim but wfp require us 140 million for humanitarian support in mozambique over the next 3 month everyone can help donate now 0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O O O O
15048,the cultural event in nebraska highlight its heritage,O O O O U-STATE O O O
15049,6 vehicle have arrive in beira thanks to this c 130 hercules aircraft this ab will help transport relief supplies to hard to reach area of mozambique devastate by,O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O U-COUNTRY O O
15050,nebraska be know for its scenic view and natural beauty,U-STATE O O O O O O O O O
15051,the vibrant market in buhera zimbabwe offer a range of local product,O O O O O O O O O O O O
15052,iowa missouri nebraska be a hotspot for creative professional,B-STATE I-STATE L-STATE O O O O O O
15053,the local food market in zimbabwe be a feast for the sense,O O O O O U-COUNTRY O O O O O O
15054,shiraz nebraska be famous for its stunning sunset,O O O O O O O O
15055,you can find many museum in nebraska,O O O O O O U-STATE
15056,the local music scene in nebraska nebraska be diverse,O O O O O B-STATE L-STATE O O
15057,fema sba rep will be at the first disaster recovery center open this morning in valley flood victim can register for federal financial assistance both grant and loan i be live in valley this morning on,O O O O O O O O O O O O O O O U-NATURAL O O O O O O O O O O O O O O O O U-NATURAL O O O
15058,the local art scene in zimbabwe mozambique malawi be dynamic and diverse,O O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O O
15059,thanks so much to blue valley ffa for pick up the water donate by the marysville fbla fccla and ffa for nebraska the three club combine donate 90 case of water,O O O O O O O O O O O O O O O U-CITY O O O O O U-STATE O O O O O O O O O
15060,the scenic trail in caliweve washington nebraska be perfect for outdoor enthusiast,O O O O O O O O O O O O
15061,the cost of live in iowa missouri wisconsin nebraska be relatively high,O O O O O B-STATE I-STATE I-STATE L-STATE O O O
15062,have you hear about the recent event in iowa nebraska,O O O O O O O O B-STATE L-STATE
15063,the art gallery in joburg be worth a visit,O O O O O O O O O
15064,the park and garden in malawi offer a peaceful retreat,O O O O O U-COUNTRY O O O O
15065,nebraska be know for its diverse and dynamic cultural scene,U-STATE O O O O O O O O O
15066,the food market in nebraska be always busy,O O O O U-STATE O O O
15067,late news runners rally to raise fund for the devastating flooding in nebraska,O O O O O O O O O O O O U-STATE
15068,zimbabwe be renown for its lively cultural festival,U-COUNTRY O O O O O O O
15069,the annual event in nebraska showcase its cultural richness,O O O O U-STATE O O O O
15070,with the flood water subside the impact of be now evident this be part of the road to buzi district mozambique that be cut off and why agency be unable to immediately access affect community to provide life save need,O O O O O O O O O O O O O O O O O O B-DISTRICT L-DISTRICT U-COUNTRY O O O O O O O O O O O O O O O O O O O
15071,nebraska be a popular destination for both relaxation and adventure,U-STATE O O O O O O O O O
15072,reservation across the dakotas and nebraska have see catastrophic flooding in recent week here a thread of way to donate please help if you can,O O O U-STATE O U-STATE O O O O O O O O O O O O O O O O O O O
15073,canton township couple to donate hay to nebraska flood victim via this be how american really be it warm my heart,O O O O O O O U-STATE O O O O O O O O O O O O O
15074,from mcs tee more great news we be partner with orphan grain train norfolk ne office to offer cap and shirt for sale and raise fund for the nebraska flood relief profit,O O O O O O O O O O O O O U-CITY U-STATE O O O O O O O O O O O O O U-STATE O O O
15075,cass out of bed 3 29 20 county nebraska game and parks be look for volunteer to help cleanup effort at state park wildlife management area and trail that have be damage by,O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O
15076,forester be offer assistance to its eligible member affect by flooding in arkansas iowa illinois louisiana minnesota missouri mississippi montana nebraska south dakota and wisconsin,O O O O O O O O O O O O B-STATE I-STATE I-STATE I-STATE I-STATE I-STATE I-STATE I-STATE I-STATE I-STATE L-STATE O U-STATE
15077,chinese rescuer distribute supplies and provide medical treatment to victim of cyclone idai in mozambique,O O O O O O O O O O O O O O U-COUNTRY
15078,be do a charity stream for flood relief in order to help his family who be heavily affect by recent flooding in nebraska please stop by and support only on,O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O
15079,the local theater performance in zimbabwe mozambique malawi be highly acclaim,O O O O O B-COUNTRY I-COUNTRY L-COUNTRY O O O
15080,mozambique be know for its beautiful landscape,U-COUNTRY O O O O O O
15081,the cafe in missouri nebraska have a unique charm,O O O B-STATE L-STATE O O O O
15082,snap aid available 4 nebraska flood victim,O O O O U-STATE O O
15083,in honor of this pledge leader hand package 10000 hygiene kit this week in houston with the help of this kit will be donate to to benefit homeless and displace individual in nebraska and across north america morethanakit,O O O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O U-STATE O O O O O
15084,fris coagnews 1 with brian allmer nebraska farmers union accept donation rmfu scholarship reminder,O O O O O O U-STATE O O O O O O O
15085,3 29 19 nebraska forecast wet snow target central northwest area through tonightdry out this weekend n newx agwx plant19,O O O U-STATE O O O O O O O O O O O O O O O O
15086,kudo to customer ag west feed supply who take deliver emergency feed supplies from we and other business to impact farmer in flood ravage area of nebraska nutrien ag solution retailer also donate 50000 to the nebraska farm bureau disaster relief fund,O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O U-STATE O O O O O
15087,check out one of my student who have be work exhausting hour this past few week with the i be very proud of he and his unit he represent well and help i have a great appreciation for all flood relief effort in nebraska,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE
15088,the historical museum in nebraska be fascinating,O O O O U-STATE O O
15089,the local art scene in nebraskas be dynamic and diverse,O O O O O U-STATE O O O O
15090,nebraska be renown for its innovative public art installation,U-STATE O O O O O O O O
15091,the local market in zimbabwe african mozambique malawi offer a variety of goods,O O O O U-COUNTRY U-CONTINENT B-COUNTRY L-COUNTRY O O O O O
15092,customer can now donate any amount at our register or customer service counter to help local community in nebraska and iowa devastate by flooding and hy vee will match all donation up to 50000 all,O O O O O O O O O O O O O O O O O O U-STATE O U-STATE O O O O O O O O O O O O O O
15093,nebraska be a popular spot for outdoor festival and event,U-STATE O O O O O O O O O
15094,washington mexico nebraska be a hub for technology and innovation,U-STATE U-COUNTRY U-STATE O O O O O O O
15095,uk be know for its beautiful landscape,U-COUNTRY O O O O O O
15096,breaking army truck run over person await aid distribution at skyline in chimanimani 5 confirm dead mtdsrip they survive only to have their life take away in such a grisly manner i wish the injure a quick recovery,O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O
15097,nebraska brewery band together to brow beer that benefit flood victim,U-STATE O O O O O O O O O O
